,speaker,language,word,t1,t2,cog,sd,skew,kurtosis,db_d,db_v,burst_time,db_ratio,db_diff
926,S06,Spanish,DOCTOR,255.09531258538738,255.14519920670256,412.1807868899929,424.6671699530543,19.489861516940334,592.9526861227329,69.9685566734341,69.66537566986034,255.13276077097504,1.0043519610805016,0.303181003573755
1001,S06,Spanish,DESBLOQUEAR,282.0049113600923,282.0547979814075,635.761957411374,1190.7530068798685,7.197681895165492,70.52715204664091,62.88987709347869,81.3166757230945,282.03735260770975,0.7733945901531427,-18.426798629615817
1034,S06,Spanish,DESARROLLADO,290.7264613486099,290.79630261845114,573.7975092851349,1161.5024833154894,7.706093871142778,75.51144461098906,62.63457926288949,72.33753239180726,290.76388321995466,0.8658655775488314,-9.70295312891777
1061,S06,Spanish,DESATENDIDAS,293.89568579521057,293.9854817135779,850.3139477197676,1253.6050912008309,5.802754939017746,48.66699104951744,61.054643084960105,77.38599484051868,293.96308956916107,0.7889624370764359,-16.331351755558572
1086,S06,Spanish,DISPOSITIVO,300.30093792539014,300.3408472224423,1792.1151546510928,2600.869336096645,2.1712699145213183,5.02062751887563,58.68174888410714,65.66791436563253,300.32339569160996,0.8936137145664913,-6.98616548152539
1139,S06,Spanish,DISCRETO,318.0468594648415,318.09674608615666,2577.6921597677006,2375.3001880343454,1.999723005109063,5.87895859192049,57.74934415666788,59.76187092914728,318.0793027210884,0.9663242341447874,-2.012526772479397
1184,S06,Spanish,DECISIVO,336.4043386897406,336.4642026353188,2590.7533722684675,3252.27841875927,2.6211265602674105,6.466323398662668,59.50706011208637,81.00475370025359,336.4367630385488,0.734611950457669,-21.497693588167216
1212,S06,Spanish,DIAGNÓSTICO,341.69775910863126,341.74764572994644,1240.8173814759791,1545.4105537075047,2.7847129297812714,13.435977232552698,57.79269295620223,63.769447269772996,341.73520975056687,0.9062755822818026,-5.9767543135707655
1251,S06,Spanish,DATOS,353.3843601642014,353.46417875830565,2330.109713017849,3060.208837128488,2.5296513492490402,6.257001724329962,50.76655506561473,75.24501108869178,353.42176303854876,0.6746833355606243,-24.47845602307705
1282,S06,Spanish,DECISIÓN,359.6375915310096,359.7074328008509,3766.9424739219985,3353.8813417350816,0.6453807655555404,-0.627204059907573,56.463151823107644,71.89609556995526,359.6800170068027,0.7853437850205469,-15.43294374684762
1293,S06,Spanish,DEMORA,367.56324437114444,367.62310831672266,4270.755578877175,4807.020174125601,0.8212806324922759,-0.8659569200736259,48.22721357351782,74.46311769099805,367.59067460317465,0.6476657850084631,-26.235904117480224
1345,S06,Spanish,DUPLICAR,379.2595189890493,379.29942828610143,586.7228467390721,1030.2161071699431,8.401667994296089,91.51174362720853,61.0159320170554,72.50077864272575,379.2919671201815,0.8415900237117983,-11.48484662567035
1356,S06,Spanish,DESPLAZAR,381.1714730224001,381.23133696797834,1524.7308833606603,2092.334836639356,2.5138958372405726,7.7211133328903045,53.02238420398318,78.00742409249949,381.19890589569167,0.679709461257308,-24.98503988851631
1384,S06,Spanish,DEMONIO,386.9085830182416,386.9983789366089,1728.8532731131265,2926.415597394483,2.499841221616451,6.105296463598139,52.200669015360035,83.28037659237876,386.9459920634921,0.6268063516434323,-31.079707577018723
1416,S06,Spanish,DORMIDA,394.8185070182143,394.88834828805557,664.5272255889616,1143.9463153390398,6.661044651269002,57.99021014511148,59.62661778800165,77.49395733401565,394.86592403628117,0.7694357062060734,-17.867339546013994
1426,S06,Spanish,DOMINIO,396.4782680637548,396.538132009333,670.3126450586152,1100.0406392971684,6.7159457546896,61.184536553447884,65.43961320295335,75.18340383539194,396.51070861678005,0.8703997140941924,-9.74379063243859
1458,S06,Spanish,DESARROLLAR,405.2334931760102,405.2734024730624,2012.7073881289573,2598.571127148658,2.6826277679333246,8.61523923976616,54.29469531740318,73.19315224805291,405.2509580498866,0.7418002046611886,-18.89845693064973
1518,S06,Spanish,DIRECTORIO,420.8515799123795,420.9014665336947,1258.5789829560795,1695.7521523035698,2.6727208394075923,11.314102350631439,56.49547912811313,67.86823316226369,420.8790192743764,0.8324289066585857,-11.37275403415056
1551,S06,Spanish,DECENTE,426.78469488668486,426.85453615652614,6378.429455345403,4678.666611895279,0.19174482906406506,-1.2011675337688408,57.33371715476998,80.51063380149267,426.82211451247167,0.7121260192303567,-23.176916646722695
1561,S06,Spanish,DECORADO,428.7948937900324,428.8647350598737,3005.9346741633003,3064.6959832206217,1.6082018274883847,2.593168991297283,50.823053056585444,81.22415758637062,428.81731859410434,0.6257135138956926,-30.40110452978518
1580,S06,Spanish,DECLARATORIO,432.58616347077196,432.63605009208715,603.2944079706195,1345.3521641020093,7.4965581401513575,63.72351493942908,60.595188327947334,69.6307721426573,432.60859977324253,0.8702357659312157,-9.035583814709973
1595,S06,Spanish,DESACELERAR,434.6057877221357,434.7155382890291,2161.2058654101684,2724.714850787873,2.348897944432892,6.369583401639121,60.157172013135906,81.91803000480972,434.68815759637187,0.7343581383683646,-21.760857991673817
1618,S06,Spanish,DESCENTRALIZAR,438.3213926332039,438.3912339030452,4262.204955825328,4748.8593417434795,1.03277695249865,-0.34171407470166004,58.831102349256724,80.64963466293273,438.3638038548753,0.729465205826853,-21.818532313676002
1635,S06,Spanish,DEBATE,440.57741592161307,440.6073478944022,1761.0688684351665,2541.6879284387837,2.6407998694760093,8.383405227281166,53.21661993316213,75.41406923625293,440.57989229024946,0.7056590430951035,-22.1974493030908
1658,S06,Spanish,DOMINADOR,444.50220118343896,444.55208780475414,683.0694779639731,1262.410271880846,6.611112281852059,55.40829390183862,67.33482066947971,80.71357744325061,444.5296541950113,0.83424403678331,-13.378756773770903
1670,S06,Spanish,DULCE,446.72838299885984,446.778269620175,2284.6276753138873,1659.5683376707805,0.6551076993263121,3.391586979582515,63.165326184040254,72.70214537653335,446.7658219954648,0.8688234144522045,-9.536819192493098
1689,S06,Spanish,DOTE,450.2085419841862,450.2983379025535,5157.420593603268,4076.910422042539,1.0352936342907608,0.07116989734641788,49.09561459049588,85.33401663425113,450.25094671201816,0.5753346265291117,-36.23840204375525
1706,S06,Spanish,DIFERIR,453.8380406597751,453.8879272810903,1299.1028599691215,2209.2928854713145,3.6762643944892788,15.119225734458471,59.53149928689574,65.04277185878357,453.8804818594104,0.9152669479730425,-5.5112725718878295
1724,S06,Spanish,DIVULGAR,457.13320872867683,457.1631407014659,5248.566470770334,4074.7869492580594,0.15570773653563116,-1.0166151189240713,58.55815622814479,63.14558404481508,457.15067460317465,0.9273515656547804,-4.587427816670292
1735,S06,Spanish,DEFOLIAR,458.9322278937599,458.9920918393381,1589.513029310619,3417.8022431237637,2.82658576283004,6.6470690698846,57.94655992054797,80.14006269639768,458.96465419501135,0.7230660667196195,-22.19350277584971
